"Name","Synset State","Custom?","Leaf?","Definition","Parents","Children","Tasks","Direct Categories","Direct Objects","Total Objects","Requiring Task Count"
"pencil.n.01","Ready","False","True","a thin cylindrical pointed writing implement; a rod of marking substance encased in wood","writing_implement.n.01,","","buy_school_supplies-0,                         buy_school_supplies_for_high_school-0,                         buying_office_supplies-0,                         clean_up_your_desk-0,                         clean_your_pencil_case-0,                         organizing_art_supplies-0,                         organizing_school_stuff-0,                         pack_a_pencil_case-0,                         packing_art_supplies_into_car-0,                         set_up_a_preschool_classroom-0,                       ...","colored_pencil,                         pencil,","90","90","11"
"pencil_box.n.01","Ready","False","True","a box for holding pencils","box.n.01,","","buy_school_supplies-0,                         clean_invisalign-0,                         clean_up_your_desk-0,                         clean_your_pencil_case-0,                         pack_a_pencil_case-0,                         putting_backpack_in_car_for_school-0,                         sorting_art_supplies-0,                         store_bobby_pins-0,","pencil_box,                         pencil_case,","6","6","8"
"penne.n.01","Substance","False","True","pasta in short tubes with diagonally cut ends","pasta.n.02,","","making_a_meal-0,","penne,","1","1","1"
"penny.n.02","Ready","False","True","a coin worth one-hundredth of the value of the basic unit","coin.n.01,","","clean_pennies-0,","penny,","1","1","1"
"pepper__shaker.n.01","Ready","True","True","","container.n.01,","","cook_ham_hocks-0,                         cook_spinach-0,                         cook_turkey_drumsticks-0,                         make_chicken_fajitas-0,                         make_lemon_pepper_seasoning-0,                         make_red_beans_and_rice-0,","pepper_shaker,","1","1","6"
"pepper_mill.n.01","Ready","False","True","a mill for grinding pepper","mill.n.04,","","make_a_steak-0,","pepper_grinder,","1","1","1"
"pepperoni.n.01","Ready","False","True","a pork and beef sausage (or a thin slice of this sausage)","sausage.n.01,","","make_pizza-0,","pepperoni,","1","1","1"
"person.n.01","Not Ready","False","True","a human being","causal_agent.n.01,                         organism.n.01,","","putting_in_a_pool-0,","","0","0","1"
"pesticide.n.01","Substance","False","True","a chemical used to kill pests (as rodents or insects)","chemical.n.01,","","applying_pesticides-0,                         putting_pesticides_on_lawn-0,                         spraying_fruit_trees-0,","pesticide,","0","0","3"
"pesticide__atomizer.n.01","Ready","True","True","","dispenser.n.01,","","applying_pesticides-0,                         clean_a_garden_sprayer-0,                         putting_pesticides_on_lawn-0,                         spraying_fruit_trees-0,","pesticide_atomizer,","1","1","4"
"pesto.n.01","Substance","False","True","a sauce typically served with pasta; contains crushed basil leaves and garlic and pine nuts and Parmesan cheese in olive oil","sauce.n.01,","","washing_plates-0,","pesto,","0","0","1"
"pet_bed.n.01","Ready","True","True","","bedroom_furniture.n.01,","","cleaning_pet_bed-0,","pet_bed,","1","1","1"
"petfood.n.01","Substance","False","False","food prepared for animal pets","feed.n.01,","cat_food.n.01,                         dog_food.n.01,                         pellet_food.n.01,","cleaning_pet_bed-0,                         set_up_a_mouse_cage-0,","","0","7","2"
"petfood__bag.n.01","Ready","True","True","","container.n.01,","","set_up_a_mouse_cage-0,","petfood_bag,","1","1","1"
"pewter_teapot.n.01","Ready","True","True","","pot.n.01,","","polish_pewter-0,","pewter_teapot,","1","1","1"
"piano.n.01","Ready","False","True","a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds","keyboard_instrument.n.01,                         percussion_instrument.n.01,                         stringed_instrument.n.01,","","clean_a_piano-0,                         clean_piano_keys-0,","piano,","3","3","2"
"pickle.n.01","Ready","False","True","vegetables (especially cucumbers) preserved in brine or vinegar","relish.n.02,","","make_bento-0,                         putting_out_condiments-0,","pickle,","5","5","2"
"pickup.n.01","Ready","False","True","a light truck with an open body and low sides and a tailboard","truck.n.01,","","clean_a_pickup_truck-0,","pickup_truck,","1","1","1"
"picture_frame.n.01","Ready","False","True","a framework in which a picture is mounted","framework.n.03,","","hanging_pictures-0,                         unloading_shopping_items-0,","picture_frame,","14","14","2"
"pie.n.01","Ready","False","False","dish baked in pastry-lined pan often with a pastry top","pastry.n.02,","apple_pie.n.01,                         half__apple_pie.n.01,                         tart.n.02,","cook_a_frozen_pie-0,                         freeze_pies-0,                         packing_picnic_food_into_car-0,","","0","11","3"
"pill.n.02","Substance","False","True","a dose of medicine in the form of a small pellet","dose.n.01,","","dispose_of_medication-0,","pill,","16","16","1"
"pill_bottle.n.01","Ready","False","True","a small bottle for holding pills","bottle.n.01,","","dispose_of_medication-0,                         picking_up_prescriptions-0,","pill_bottle,","2","2","2"
"pillow.n.01","Ready","False","True","a cushion to support the head of a sleeping person","cushion.n.03,","","clean_couch_pillows-0,                         doing_housework_for_adult-0,                         making_the_bed-0,                         rearrange_your_room-0,                         setting_up_bedroom_for_guest-0,","pillow,","144","144","5"
"pineapple.n.02","Ready","False","True","large sweet fleshy tropical fruit with a terminal tuft of stiff leaves; widely cultivated","edible_fruit.n.01,","","buying_everyday_consumer_goods-0,                         canning_food-0,                         loading_shopping_into_car-0,                         picking_fruit_and_vegetables-0,","pineapple,","2","2","4"
"pineapple_juice.n.01","Substance","False","True","the juice of pineapples (usually bottled or canned)","fruit_juice.n.01,","","make_citrus_punch-0,","pineapple_juice,","0","0","1"
"pineapple_juice__carton.n.01","Ready","True","True","","box.n.01,","","make_citrus_punch-0,","pineapple_juice_carton,","1","1","1"
"pinecone.n.01","Ready","False","True","the seed-producing cone of a pine tree","cone.n.03,","","clean_pine_cones-0,                         make_homemade_bird_food-0,","pine_cone,","4","4","2"
"pipe.n.01","Ready","False","True","a tube with a small bowl at one end; used for smoking tobacco","tube.n.01,","","clean_a_glass_pipe-0,                         clean_a_wood_pipe-0,","tobacco_pipe,","1","1","2"
"pipe_cleaner.n.01","Ready","False","True","cleaning implement consisting of a flexible tufted wire that is used to clean a pipe stem","cleaning_implement.n.01,","","clean_a_glass_pipe-0,","pipe_cleaner,","5","5","1"
"pitcher.n.02","Ready","False","True","an open vessel with a handle and a spout for pouring","vessel.n.03,","","clearing_table_after_breakfast-0,                         getting_a_drink-0,                         make_a_bake_sale_stand_stall-0,                         make_citrus_punch-0,                         make_lemonade-0,                         make_limeade-0,                         make_spa_water-0,                         make_watermelon_punch-0,                         passing_out_drinks-0,                         pouring_water_in_a_glass-0,                       ...","jug,                         pitcher,","12","12","12"
"pizza.n.01","Ready","False","True","Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese","dish.n.02,","","cleaning_up_plates_and_food-0,                         dispose_of_a_pizza_box-0,                         make_pizza-0,","pizza,","1","1","3"
"pizza_box.n.01","Ready","True","True","","container.n.01,","","dispose_of_a_pizza_box-0,","pizza_box,","1","1","1"
"pizza_dough.n.01","Ready","True","True","","dough.n.01,","","make_pizza-0,                         make_pizza_dough-0,","pizza_dough,","1","1","2"
"place_mat.n.01","Ready","False","True","a mat serving as table linen for an individual place setting","mat.n.07,                         table_linen.n.01,","","clean_place_mats-0,                         set_a_dinner_table-0,                         set_a_fancy_table-0,                         set_a_table_for_a_tea_party-0,                         setting_the_table-0,","place_mat,","4","4","5"
"plastic_art.n.01","Ready","False","False","the arts of shaping or modeling; carving and sculpture","art.n.01,","sculpture.n.01,","unloading_shopping_items-0,","","0","29","1"
"plastic_bag.n.01","Ready","False","True","a bag made of thin plastic material","bag.n.01,","","bag_groceries-0,                         bringing_in_kindling-0,                         buy_home_use_medical_supplies-0,                         buy_salad_greens-0,                         buying_groceries-0,                         carrying_in_groceries-0,                         clean_the_interior_of_your_car-0,                         cleaning_garden_path-0,                         cleaning_stuff_out_of_car-0,                         disposing_of_lawn_clippings-0,                       ...","plastic_bag,","1","1","19"
