id,category,board link,synset,approved,mass estimate ig2,mass estimate gpt3,mass estimate chatgpt4,mass estimate gpt4,old annotated mass,new annotated mass,mass (auto),description,approval comments
1289,maillot,maillot,maillot.n.01,1,,0.300,0.200,0.200,,,0.233,,
1290,cellulose_tape,cellulose_tape,cellulose_tape.n.01,1,,0.020,0.200,0.025,,,0.082,,
1291,masking_tape,masking_tape,masking_tape.n.01,1,,0.030,0.200,0.050,,,0.093,,
1292,cheese_tart,cheese_tart,cheese_tart.n.01,1,,0.100,0.100,0.100,,,0.100,,
1293,tartlet,tartlet,tartlet.n.01,1,,0.050,0.050,0.050,,,0.050,,
1294,digital_thermometer,digital_thermometer,self-registering_thermometer.n.01,1,,0.100,0.100,0.050,,,0.083,,
1295,cotton_thread,cotton_thread,cotton.n.04,1,,0.010,0.020,0.010,,,0.013,,
1296,car_tire,car_tire,car_tire.n.01,1,,25.000,10.000,9.070,,,14.690,,
1297,beefsteak_tomato,beefsteak_tomato,beefsteak_tomato.n.01,1,,0.300,0.200,0.200,,,0.233,,
1298,camera_tripod,camera_tripod,camera_tripod.n.01,1,,2.000,1.500,1.500,,,1.667,,
1299,lorry,lorry,lorry.n.02,1,,"5,000.000","8,000.000","8,000.000",,,7000.000,,
1300,tobacco_pipe,tobacco_pipe,pipe.n.01,1,,0.050,0.050,0.100,,,0.067,,
1301,white_turnip,white_turnip,white_turnip.n.02,1,,0.200,0.200,0.200,,,0.200,,
1302,boxers,boxers,drawers.n.01,1,,0.100,0.100,0.100,,,0.100,,
1303,dip_candle,dip_candle,dip.n.07,1,,0.200,0.020,0.100,,,0.107,,
1304,open_end_wrench,open_end_wrench,open-end_wrench.n.01,1,,0.500,0.500,0.300,,,0.433,,
1305,rubber_boot,rubber_boot,rubber_boot.n.01,1,,1.500,1.500,1.000,,,1.333,,
1306,packing_box,packing_box,packing_box.n.02,1,,10.000,5.000,5.000,,,6.667,,
1307,plant_pot_stand,plant_pot_stand,plant_pot_stand.n.01,1,,3.000,3.500,2.000,,,2.833,,
1308,slingback,slingback,slingback.n.01,1,,0.500,0.300,0.500,,,0.433,,
1309,walking_shoe,walking_shoe,walking_shoe.n.01,1,,0.500,0.800,0.500,,,0.600,,
1310,set_triangle,set_triangle,square.n.08,1,,0.500,0.100,0.500,,,0.367,,
1311,box_of_shampoo,box_of_shampoo,box__of__shampoo.n.01,1,,0.500,1.500,1.000,,,1.000,,
1312,bottle_of_alcohol,bottle_of_alcohol,bottle__of__alcohol.n.01,1,,1.000,1.000,1.200,,,1.067,,
1313,bottle_of_ammonia,bottle_of_ammonia,bottle__of__ammonia.n.01,1,,1.000,1.200,1.000,,,1.067,,
1314,radiator,radiator,radiator.n.02,1,,20.000,10.000,7.300,,,12.433,,
1315,box_of_cookies,box_of_cookies,box__of__cookies.n.01,1,,0.500,0.500,0.200,,,0.400,,
1316,can_of_beans,can_of_beans,can__of__beans.n.01,1,,0.500,0.400,0.400,,,0.433,,
1317,jar_of_jelly,jar_of_jelly,jar__of__jelly.n.01,1,,0.500,0.600,0.700,,,0.600,,
1318,blackberry,blackberry,blackberry.n.01,1,,0.010,0.002,0.006,,,0.006,,
1319,deodorant_stick,deodorant_stick,deodorant_stick.n.01,1,,0.100,0.150,0.125,,,0.125,,
1320,bottle_of_deicer,bottle_of_deicer,bottle__of__deicer.n.01,1,,1.000,0.500,1.000,,,0.833,,
1321,dvd,dvd,videodisk.n.01,1,,0.200,0.020,0.020,,,0.080,,
1322,ice_tray,ice_tray,icetray.n.02,1,,0.050,0.200,0.250,,,0.167,,
1323,bag_of_oranges,bag_of_oranges,bag__of__oranges.n.01,1,,2.000,2.500,2.000,,,2.167,,
1324,vanilla_flower,vanilla_flower,vanilla.n.01,1,,0.050,0.000,0.020,,,0.023,,
1325,jar_of_honey,jar_of_honey,jar__of__honey.n.01,1,,0.500,1.300,1.200,,,1.000,,
1326,clothesline_pole,clothesline_pole,pole.n.01,1,,5.000,3.000,4.000,,,4.000,,
1327,burlap_bag,burlap_bag,gunnysack.n.01,1,,0.100,0.200,0.700,,,0.333,,
1328,trout,trout,trout.n.01,1,,1.000,1.500,0.600,,,1.033,,
1329,case_of_eyeshadow,case_of_eyeshadow,case__of__eyeshadow.n.01,1,,0.500,0.050,0.150,,,0.233,,
1330,swiss_cheese,swiss_cheese,swiss_cheese.n.01,1,,0.500,1.000,0.500,,,0.667,,
1331,peanut_nut,peanut_nut,peanut.n.04,1,,0.010,0.000,0.002,,,0.004,,
1332,balsamic_vinegar_bottle,balsamic_vinegar_bottle,balsamic_vinegar__bottle.n.01,1,,0.500,0.750,1.100,,,0.783,,
1333,box_of_aluminium_foil,box_of_aluminium_foil,box__of__aluminium_foil.n.01,1,,0.500,0.500,0.250,,,0.417,,
1334,agent,agent,agent.n.01,1,,80.000,,0.000,,,40.000,,
1335,wicker_basket,wicker_basket,wicker_basket.n.01,1,,0.500,,0.500,,,0.500,,
1336,bust,bust,bust.n.03,1,,10.000,,4.000,,,7.000,,
1337,bread_slice,bread_slice,bread_slice.n.01,1,,0.050,,0.038,,,0.044,,
1338,wool_coat,wool_coat,wool_coat.n.01,1,,1.500,,1.000,,,1.250,,
1339,kid_glove,kid_glove,kid_glove.n.01,1,,0.100,,0.100,,,0.100,,
1340,recycling_bin,recycling_bin,recycling_bin.n.01,1,,5.000,,7.000,,,6.000,,
1341,frail,frail,frail.n.02,1,,0.500,,0.750,,,0.625,,
1342,water_bottle,water_bottle,water_bottle.n.01,1,,0.200,,0.500,,,0.350,,
1343,wine_bottle,wine_bottle,wine_bottle.n.01,1,,1.200,,0.750,,,0.975,,
1344,oil_bottle,oil_bottle,oil__bottle.n.01,1,,0.500,,0.500,,,0.500,,
1345,soft_roll,soft_roll,soft_roll.n.01,1,,0.100,,0.085,,,0.093,,
1346,hanging,hanging,hanging.n.01,1,,2.000,,0.500,,,1.250,,
1347,high_heel,high_heel,pump.n.03,1,,0.300,,0.700,,,0.500,,
1348,music_stool,music_stool,music_stool.n.01,1,,5.000,,8.000,,,6.500,,
1349,reception_desk,reception_desk,reception_desk.n.01,1,,50.000,,50.000,,,50.000,,
1350,cleansing_bottle,cleansing_bottle,cleansing__bottle.n.01,1,,0.500,,0.500,,,0.500,,
1351,beer_bottle,beer_bottle,beer_bottle.n.01,1,,0.500,,0.500,,,0.500,,
1352,ink_bottle,ink_bottle,ink__bottle.n.01,1,,0.300,,0.500,,,0.400,,
1353,floor_mat,floor_mat,mat.n.01,1,,2.000,,2.500,,,2.250,,
1354,rum_bottle,rum_bottle,rum__bottle.n.01,1,,1.500,,1.500,,,1.500,,
1355,toaster_oven,toaster_oven,toaster_oven.n.01,1,,10.000,,4.500,,,7.250,,
1356,allspice_shaker,allspice_shaker,allspice__shaker.n.01,1,,0.200,,0.200,,,0.200,,
1357,ice_cream_cone,ice_cream_cone,ice_cream_cone.n.01,1,,0.050,,0.150,,,0.100,,
1358,cork,cork,cork.n.04,1,,0.010,,0.005,,,0.008,,
1359,lily_pad,lily_pad,lily_pad.n.01,1,,0.100,,0.500,,,0.300,,
1360,low_resolution_tree,low_resolution_tree,tree.n.01,1,,"5,000.000",,500.000,,,2750.000,,
1362,rosemary_shaker,rosemary_shaker,rosemary__shaker.n.01,1,,0.200,,0.200,,,0.200,,
1364,acorn,acorn,acorn.n.01,1,,0.010,,0.010,,,0.010,,
1365,address,address,address.n.05,1,,0.100,,0.000,,,0.050,,
1366,baby_shoe,baby_shoe,baby_shoe.n.01,1,,0.100,,0.200,,,0.150,,
1367,aluminum_foil,aluminum_foil,aluminum_foil.n.01,1,,0.010,,0.500,,,0.255,,
1368,bag_of_mulch,bag_of_mulch,bag__of__mulch.n.01,1,,20.000,,20.000,,,20.000,,
1369,bag_of_rubbish,bag_of_rubbish,bag__of__rubbish.n.01,1,,5.000,,5.000,,,5.000,,
1370,belt,belt,belt.n.02,1,,0.200,,0.250,,,0.225,,
1371,bicycle_chain,bicycle_chain,bicycle_chain.n.01,1,,0.500,,0.300,,,0.400,,
1372,bicycle_rack,bicycle_rack,bicycle_rack.n.01,1,,5.000,,15.000,,,10.000,,
1373,board,board,board.n.02,1,,5.000,,10.000,,,7.500,,
1374,legal_document,legal_document,legal_document.n.01,1,,0.100,,0.050,,,0.075,,
1375,bok_choy,bok_choy,bok_choy.n.02,1,,0.300,,0.500,,,0.400,,
1376,broken_glass,broken_glass,broken__glass.n.01,1,,1.000,,0.200,,,0.600,,
1377,broken_light_bulb,broken_light_bulb,broken__light_bulb.n.01,1,,0.100,,0.100,,,0.100,,
1378,cat_food_tin,cat_food_tin,cat_food__tin.n.01,1,,0.200,,0.200,,,0.200,,
1379,dog_food_can,dog_food_can,dog_food__can.n.01,1,,0.300,,0.380,,,0.340,,
1380,can_of_cat_food,can_of_cat_food,can__of__cat_food.n.01,1,,0.300,,0.380,,,0.340,,
1381,can_of_dog_food,can_of_dog_food,can__of__dog_food.n.01,1,,0.400,,0.380,,,0.390,,
1382,car_wheel,car_wheel,car_wheel.n.01,1,,15.000,,10.000,,,12.500,,
1383,cement,cement,cement.n.01,1,,"2,000.000",,25.000,,,1012.500,,
1384,clipper,clipper,clipper.n.04,1,,0.200,,0.200,,,0.200,,
1385,cola_bottle,cola_bottle,cola__bottle.n.01,1,,0.500,,0.500,,,0.500,,
1386,cup_holder,cup_holder,cup_holder.n.01,1,,0.200,,0.150,,,0.175,,
1387,daffodil_bulb,daffodil_bulb,daffodil_bulb.n.01,1,,0.050,,0.080,,,0.065,,
1388,pottable_daffodil,pottable_daffodil,pottable__daffodil.n.01,1,,0.100,,0.500,,,0.300,,
1389,dog_collar,dog_collar,dog_collar.n.01,1,,0.100,,0.300,,,0.200,,
1390,doily,doily,doily.n.01,1,,0.050,,0.010,,,0.030,,
1391,emery_paper,emery_paper,emery_paper.n.01,1,,0.010,,0.020,,,0.015,,
1392,flagpole,flagpole,flagpole.n.02,1,,10.000,,25.000,,,17.500,,
1393,fur_coat,fur_coat,fur_coat.n.01,1,,2.000,,3.500,,,2.750,,
1394,gelatin,gelatin,gelatin.n.02,1,,0.100,,0.250,,,0.175,,
1395,gourd,gourd,gourd.n.02,1,,0.500,,1.000,,,0.750,,
1396,ham_hock,ham_hock,ham_hock.n.01,1,,0.500,,500.000,,,250.250,,
1397,hose,hose,hose.n.03,1,,2.000,,2.000,,,2.000,,
1398,hutch,hutch,hutch.n.01,1,,20.000,,20.000,,,20.000,,
1399,ice,ice,ice.n.01,1,,0.900,,0.917,,,0.908,,
1400,pellet,pellet,jacket.n.05,1,,0.010,,0.008,,,0.009,,
1401,bag_of_jerky,bag_of_jerky,bag__of__jerky.n.01,1,,0.200,,0.250,,,0.225,,
1402,kayak_rack,kayak_rack,kayak_rack.n.01,1,,5.000,,15.000,,,10.000,,
1403,kielbasa,kielbasa,kielbasa.n.01,1,,0.300,,0.500,,,0.400,,
1404,lace,lace,lace.n.01,1,,0.050,,0.020,,,0.035,,
1405,lamb,lamb,lamb.n.05,1,,25.000,,1.500,,,13.250,,
1406,lampshade,lampshade,lampshade.n.01,1,,0.300,,0.500,,,0.400,,
1407,meat_loaf,meat_loaf,meat_loaf.n.01,1,,1.000,,1.500,,,1.250,,
1408,meatball,meatball,meatball.n.01,1,,0.050,,0.050,,,0.050,,
1409,mustard_leaf,mustard_leaf,mustard.n.03,1,,0.040,,0.050,,,0.045,,
1410,pack_of_ground_beef,pack_of_ground_beef,pack__of__ground_beef.n.01,1,,454.000,,0.500,,,227.250,,
1411,package,package,package.n.02,1,,0.500,,1.000,,,0.750,,
1412,patty,patty,patty.n.01,1,,0.100,,0.150,,,0.125,,
1413,pewter_teapot,pewter_teapot,pewter_teapot.n.01,1,,1.000,,1.000,,,1.000,,
1414,plastic_wrap,plastic_wrap,plastic_wrap.n.01,1,,0.001,,0.200,,,0.101,,
1415,post_it,post_it,post-it.n.01,1,,0.001,,0.020,,,0.011,,
1416,pottable_cactus,pottable_cactus,pottable__cactus.n.01,1,,0.500,,1.500,,,1.000,,
1417,pottable_dahlia,pottable_dahlia,pottable__dahlia.n.01,1,,0.100,,2.000,,,1.050,,
1418,pottable_marigold,pottable_marigold,pottable__marigold.n.01,1,,0.100,,1.500,,,0.800,,
1419,price_tag,price_tag,price_tag.n.01,1,,0.001,,0.002,,,0.002,,
1420,raw_egg,raw_egg,raw_egg.n.01,1,,0.050,,0.050,,,0.050,,
1421,recreational_vehicle,recreational_vehicle,recreational_vehicle.n.01,1,,"5,000.000",,"4,000.000",,,4500.000,,
1422,windshield,windshield,windshield.n.01,1,,20.000,,10.000,,,15.000,,
1423,ribbon,ribbon,ribbon.n.01,1,,0.010,,0.002,,,0.006,,
1424,router,router,router.n.02,1,,1.000,,0.500,,,0.750,,
1425,salad,salad,salad.n.01,1,,0.500,,0.200,,,0.350,,
1426,sanitary_napkin,sanitary_napkin,sanitary_napkin.n.01,1,,0.010,,0.010,,,0.010,,
1427,scallop,scallop,scallop.n.02,1,,0.100,,0.050,,,0.075,,
1428,scarf,scarf,scarf.n.01,1,,0.100,,0.500,,,0.300,,
1429,schnitzel,schnitzel,schnitzel.n.01,1,,0.200,,0.150,,,0.175,,
1430,cup_of_ranch,cup_of_ranch,cup__of__ranch.n.01,1,,0.250,,0.240,,,0.245,,
1431,skateboard_wheel,skateboard_wheel,skateboard_wheel.n.01,1,,0.500,,0.200,,,0.350,,
1432,sleeping_bag,sleeping_bag,sleeping_bag.n.01,1,,1.500,,2.500,,,2.000,,
1433,space_heater,space_heater,space_heater.n.01,1,,3.000,,2.500,,,2.750,,
1434,tofu,tofu,tofu.n.02,1,,0.200,,0.300,,,0.250,,
1435,trailer_truck,trailer_truck,trailer_truck.n.01,1,,"15,000.000",,"9,000.000",,,12000.000,,
1436,trampoline,trampoline,trampoline.n.01,1,,50.000,,110.000,,,80.000,,
1437,turkey_leg,turkey_leg,turkey_leg.n.01,1,,0.500,,0.400,,,0.450,,
1438,veal,veal,veal.n.01,1,,200.000,,150.000,,,175.000,,
1439,gift_box,gift_box,gift_box.n.01,1,,0.500,,0.500,,,0.500,,
1440,wax_paper,wax_paper,wax_paper.n.01,1,,0.001,,0.100,,,0.051,,
1441,ice_lolly,ice_lolly,ice_lolly.n.01,1,,0.100,,0.080,,,0.090,,
1442,hard_boiled_egg,hard_boiled_egg,hard-boiled_egg.n.01,1,,0.050,,0.050,,,0.050,,
1443,half_hard_boiled_egg,half_hard_boiled_egg,half__hard-boiled_egg.n.01,1,,0.025,,0.025,,,0.025,,
1444,half_mango,half_mango,half__mango.n.01,1,,0.250,,0.100,,,0.175,,
1445,half_apricot,half_apricot,half__apricot.n.01,1,,0.050,,0.035,,,0.043,,
1446,half_kiwi,half_kiwi,half__kiwi.n.01,1,,0.050,,0.035,,,0.043,,
1447,half_peach,half_peach,half__peach.n.01,1,,0.100,,0.075,,,0.088,,
1448,half_strawberry,half_strawberry,half__strawberry.n.01,1,,0.010,,0.006,,,0.008,,
1449,half_pear,half_pear,half__pear.n.01,1,,0.100,,0.100,,,0.100,,
1450,half_vidalia_onion,half_vidalia_onion,half__vidalia_onion.n.01,1,,0.150,,0.075,,,0.113,,
1451,half_lime,half_lime,half__lime.n.01,1,,0.050,,0.030,,,0.040,,
1452,half_bell_pepper,half_bell_pepper,half__bell_pepper.n.01,1,,0.100,,60.000,,,30.050,,
1453,sliced_eggplant,sliced_eggplant,sliced__eggplant.n.01,1,,0.200,,0.025,,,0.113,,
1454,half_eggplant,half_eggplant,half__eggplant.n.01,1,,0.250,,100.000,,,50.125,,
1455,half_potato,half_potato,half__potato.n.01,1,,0.100,,0.100,,,0.100,,
1456,wallpaper,wallpaper,wallpaper.n.01,1,,0.010,,1.500,,,0.755,,
1457,infant_car_seat,infant_car_seat,infant_car_seat.n.01,1,,4.000,,7.000,,,5.500,,
1458,pottable_beefsteak_tomato,pottable_beefsteak_tomato,pottable__beefsteak_tomato.n.01,1,,0.200,,0.200,,,0.200,,
1459,conch,conch,conch.n.01,1,,0.500,,1.000,,,0.750,,
1460,copper_pot,copper_pot,copper_pot.n.01,1,,2.000,,3.000,,,2.500,,
1461,signpost,signpost,signpost.n.01,1,,5.000,,12.000,,,8.500,,
1462,necktie,necktie,necktie.n.01,1,,0.100,,0.100,,,0.100,,
1463,pottable_chili,pottable_chili,pottable__chili.n.01,1,,0.050,,0.015,,,0.033,,
1464,squeeze_bottle,squeeze_bottle,squeeze_bottle.n.01,1,,0.100,,0.200,,,0.150,,
1465,scoop_of_ice_cream,scoop_of_ice_cream,scoop_of_ice_cream.n.01,1,,0.100,,0.068,,,0.084,,
1466,cookie_stick,cookie_stick,cookie_stick.n.01,1,,0.050,,0.030,,,0.040,,
1467,chopping_block,chopping_block,chopping_block.n.01,1,,10.000,,4.000,,,7.000,,
1468,sliced__brisket,sliced__brisket,sliced__brisket.n.01,1,,0.300,,0.250,,,0.275,,
1469,sugar_cookie,sugar_cookie,sugar_cookie.n.01,1,,0.025,,0.025,,,0.025,,
1470,spice_cookie,spice_cookie,spice_cookie.n.01,1,,0.025,,0.020,,,0.023,,
1471,acetone,acetone,acetone.n.01,1,,0.790,,0.790,,,0.790,,
1472,adhesive_material,adhesive_material,adhesive_material.n.01,1,,0.001,,1.000,,,0.501,,
1473,allspice,allspice,allspice.n.03,1,,0.050,,0.005,,,0.028,,
1474,ammonia_water,ammonia_water,ammonia_water.n.01,1,,1.000,,1.000,,,1.000,,
1475,applesauce,applesauce,applesauce.n.01,1,,0.250,,0.250,,,0.250,,
1476,ash,ash,ash.n.01,1,,0.001,,0.100,,,0.051,,
1477,baby_oil,baby_oil,baby_oil.n.01,1,,0.900,,0.150,,,0.525,,
1478,baking_powder,baking_powder,baking_powder.n.01,1,,0.200,,0.250,,,0.225,,
1479,barbecue_sauce,barbecue_sauce,barbecue_sauce.n.01,1,,0.500,,0.250,,,0.375,,
1480,beaten_egg,beaten_egg,beaten_egg.n.01,1,,0.050,,0.050,,,0.050,,
1481,beef_broth,beef_broth,beef_broth.n.01,1,,1.000,,1.000,,,1.000,,
1482,beef_stew,beef_stew,beef_stew.n.01,1,,1.000,,0.350,,,0.675,,
1483,beer,beer,beer.n.01,1,,0.500,,0.500,,,0.500,,
1484,bird_feed,bird_feed,bird_feed.n.01,1,,0.500,,0.005,,,0.253,,
1485,black_bean,black_bean,black_bean.n.01,1,,0.050,,0.006,,,0.028,,
1486,black_pepper,black_pepper,black_pepper.n.02,1,,0.050,,0.005,,,0.028,,
1487,bleaching_agent,bleaching_agent,bleaching_agent.n.01,1,,0.100,,1.000,,,0.550,,
1488,blueberry_mousse,blueberry_mousse,blueberry_mousse.n.01,1,,0.200,,0.100,,,0.150,,
1489,brown_rice,brown_rice,brown_rice.n.01,1,,0.200,,0.195,,,0.198,,
1490,brown_sugar,brown_sugar,brown_sugar.n.01,1,,0.200,,0.200,,,0.200,,
1491,cafe_au_lait,cafe_au_lait,cafe_au_lait.n.01,1,,0.300,,0.240,,,0.270,,
1492,cake_mix,cake_mix,cake_mix.n.01,1,,0.500,,0.500,,,0.500,,
1493,cane_sugar,cane_sugar,cane_sugar.n.02,1,,0.200,,1.000,,,0.600,,
1494,cappuccino,cappuccino,cappuccino.n.01,1,,0.300,,0.240,,,0.270,,
1495,carrot_juice,carrot_juice,carrot_juice.n.01,1,,0.250,,0.250,,,0.250,,
1496,cat_food,cat_food,cat_food.n.01,1,,0.200,,0.500,,,0.350,,
1497,catsup,catsup,catsup.n.01,1,,0.300,,0.340,,,0.320,,
1498,cayenne,cayenne,cayenne.n.02,1,,0.050,,0.005,,,0.028,,
1499,champagne,champagne,champagne.n.01,1,,0.750,,0.750,,,0.750,,
1500,cherry_filling,cherry_filling,cherry_filling.n.01,1,,0.200,,0.350,,,0.275,,
1501,chia_seed,chia_seed,chia_seed.n.01,1,,0.050,,0.001,,,0.026,,
1502,chicken_broth,chicken_broth,chicken_broth.n.01,1,,1.000,,0.250,,,0.625,,
1503,chicken_curry,chicken_curry,chicken_curry.n.01,1,,0.400,,0.250,,,0.325,,
1504,chicken_soup,chicken_soup,chicken_soup.n.01,1,,0.400,,0.250,,,0.325,,
1505,chlorine,chlorine,chlorine.n.01,1,,0.010,,3.214,,,1.612,,
1506,chocolate_kiss,chocolate_kiss,chocolate_kiss.n.01,1,,0.010,,0.008,,,0.009,,
1507,chocolate_milk,chocolate_milk,chocolate_milk.n.01,1,,1.000,,0.250,,,0.625,,
1508,chocolate_sauce,chocolate_sauce,chocolate_sauce.n.01,1,,0.500,,0.280,,,0.390,,
1509,chowder,chowder,chowder.n.01,1,,0.500,,0.250,,,0.375,,
1510,cinnamon_sugar,cinnamon_sugar,cinnamon_sugar.n.01,1,,0.200,,0.500,,,0.350,,
1511,clove,clove,clove.n.04,1,,0.010,,0.002,,,0.006,,
1512,coal,coal,coal.n.01,1,,0.200,,0.750,,,0.475,,
1513,cocoa_powder,cocoa_powder,cocoa_powder.n.01,1,,0.050,,0.100,,,0.075,,
1514,coconut,coconut,coconut.n.01,1,,0.700,,1.250,,,0.975,,
1515,coconut_oil,coconut_oil,coconut_oil.n.01,1,,0.900,,0.920,,,0.910,,
1516,coffee_grounds,coffee_grounds,coffee_grounds.n.01,1,,0.020,,0.050,,,0.035,,
1517,conditioner,conditioner,conditioner.n.03,1,,0.300,,0.250,,,0.275,,
1518,cooked__black_bean,cooked__black_bean,cooked__black_bean.n.01,1,,0.050,,0.017,,,0.034,,
1519,cooked__black_pepper,cooked__black_pepper,cooked__black_pepper.n.01,1,,0.050,,0.003,,,0.027,,
1520,cooked__breadcrumb,cooked__breadcrumb,cooked__breadcrumb.n.01,1,,0.100,,0.001,,,0.051,,
1521,cooked__brown_rice,cooked__brown_rice,cooked__brown_rice.n.01,1,,0.200,,0.014,,,0.107,,
1522,cooked__chicken_soup,cooked__chicken_soup,cooked__chicken_soup.n.01,1,,0.400,,0.240,,,0.320,,
1523,cooked__chickpea,cooked__chickpea,cooked__chickpea.n.01,1,,0.050,,0.015,,,0.033,,
1524,cooked__coconut,cooked__coconut,cooked__coconut.n.01,1,,0.700,,0.010,,,0.355,,
1525,cooked__cooking_oil,cooked__cooking_oil,cooked__cooking_oil.n.01,1,,0.900,,0.009,,,0.455,,
1526,cooked__cumin,cooked__cumin,cooked__cumin.n.01,1,,0.050,,0.003,,,0.026,,
1527,cooked__curry_powder,cooked__curry_powder,cooked__curry_powder.n.01,1,,0.050,,0.003,,,0.026,,
1528,cooked__diced__beefsteak_tomato,cooked__diced__beefsteak_tomato,cooked__diced__beefsteak_tomato.n.01,1,,0.200,,0.015,,,0.108,,
1529,cooked__diced__bell_pepper,cooked__diced__bell_pepper,cooked__diced__bell_pepper.n.01,1,,0.200,,0.010,,,0.105,,
1530,cooked__diced__broccoli,cooked__diced__broccoli,cooked__diced__broccoli.n.01,1,,0.200,,0.011,,,0.106,,
1531,cooked__diced__carne_asada,cooked__diced__carne_asada,cooked__diced__carne_asada.n.01,1,,0.400,,0.020,,,0.210,,
1532,cooked__diced__carrot,cooked__diced__carrot,cooked__diced__carrot.n.01,1,,0.100,,0.008,,,0.054,,
1533,cooked__diced__chard,cooked__diced__chard,cooked__diced__chard.n.01,1,,0.200,,0.007,,,0.104,,
1534,cooked__diced__chicken,cooked__diced__chicken,cooked__diced__chicken.n.01,1,,0.200,,0.015,,,0.108,,
1535,cooked__diced__chili,cooked__diced__chili,cooked__diced__chili.n.01,1,,0.100,,0.005,,,0.053,,
1536,cooked__diced__chorizo,cooked__diced__chorizo,cooked__diced__chorizo.n.01,1,,0.200,,0.012,,,0.106,,
1537,cooked__diced__clove,cooked__diced__clove,cooked__diced__clove.n.01,1,,0.005,,0.001,,,0.003,,
1538,cooked__diced__green_onion,cooked__diced__green_onion,cooked__diced__green_onion.n.01,1,,0.030,,0.010,,,0.020,,
1539,cooked__diced__head_cabbage,cooked__diced__head_cabbage,cooked__diced__head_cabbage.n.01,1,,1.200,,0.020,,,0.610,,
1540,cooked__diced__potato,cooked__diced__potato,cooked__diced__potato.n.01,1,,0.200,,0.020,,,0.110,,
1541,cooked__diced__steak,cooked__diced__steak,cooked__diced__steak.n.01,1,,0.200,,0.020,,,0.110,,
1542,cooked__diced__turkey,cooked__diced__turkey,cooked__diced__turkey.n.01,1,,0.200,,0.020,,,0.110,,
1543,cooked__diced__vidalia_onion,cooked__diced__vidalia_onion,cooked__diced__vidalia_onion.n.01,1,,0.170,,0.010,,,0.090,,
1544,cooked__diced__virginia_ham,cooked__diced__virginia_ham,cooked__diced__virginia_ham.n.01,1,,0.200,,0.020,,,0.110,,
1545,cooked__diced__zucchini,cooked__diced__zucchini,cooked__diced__zucchini.n.01,1,,0.200,,0.010,,,0.105,,
1546,cooked__fritter_batter,cooked__fritter_batter,cooked__fritter_batter.n.01,1,,0.200,,0.030,,,0.115,,
1547,cooked__granulated_sugar,cooked__granulated_sugar,cooked__granulated_sugar.n.01,1,,0.200,,,,,0.200,,
1548,cooked__ground_beef,cooked__ground_beef,cooked__ground_beef.n.01,1,,0.200,,0.020,,,0.110,,
1549,cooked__kidney_bean,cooked__kidney_bean,cooked__kidney_bean.n.01,1,,0.200,,0.008,,,0.104,,
1550,cooked__lemon_pepper_seasoning,cooked__lemon_pepper_seasoning,cooked__lemon-pepper_seasoning.n.01,1,,0.200,,0.003,,,0.102,,
1551,cooked__marinade,cooked__marinade,cooked__marinade.n.01,1,,0.200,,0.030,,,0.115,,
1552,cooked__marinara,cooked__marinara,cooked__marinara.n.01,1,,0.200,,0.030,,,0.115,,
1553,cooked__marjoram,cooked__marjoram,cooked__marjoram.n.01,1,,0.020,,0.002,,,0.011,,
1554,cooked__melted__butter,cooked__melted__butter,cooked__melted__butter.n.01,1,,0.200,,,,,0.200,,
1555,cooked__noodle,cooked__noodle,cooked__noodle.n.01,1,,0.200,,0.010,,,0.105,,
1556,cooked__olive_oil,cooked__olive_oil,cooked__olive_oil.n.01,1,,0.200,,0.020,,,0.110,,
1557,cooked__onion_powder,cooked__onion_powder,cooked__onion_powder.n.01,1,,0.200,,0.005,,,0.103,,
1558,cooked__orzo,cooked__orzo,cooked__orzo.n.01,1,,0.200,,0.010,,,0.105,,
1559,cooked__paprika,cooked__paprika,cooked__paprika.n.01,1,,0.200,,0.002,,,0.101,,
1560,cooked__pea,cooked__pea,cooked__pea.n.01,1,,0.200,,0.005,,,0.103,,
1561,cooked__penne,cooked__penne,cooked__penne.n.01,1,,0.200,,0.010,,,0.105,,
1562,cooked__popcorn,cooked__popcorn,cooked__popcorn.n.01,1,,0.200,,0.002,,,0.101,,
1563,cooked__pumpkin_seed,cooked__pumpkin_seed,cooked__pumpkin_seed.n.01,1,,0.200,,0.001,,,0.101,,
1564,cooked__quinoa,cooked__quinoa,cooked__quinoa.n.01,1,,0.200,,0.005,,,0.103,,
1565,cooked__red_meat_sauce,cooked__red_meat_sauce,cooked__red_meat_sauce.n.01,1,,0.200,,0.200,,,0.200,,
1566,cooked__red_wine,cooked__red_wine,cooked__red_wine.n.01,1,,0.200,,0.200,,,0.200,,
1567,cooked__saffron,cooked__saffron,cooked__saffron.n.01,1,,0.200,,0.001,,,0.100,,
1568,cooked__salsa,cooked__salsa,cooked__salsa.n.01,1,,0.200,,0.150,,,0.175,,
1569,cooked__salt,cooked__salt,cooked__salt.n.01,1,,0.200,,0.017,,,0.109,,
1570,cooked__sunflower_seed,cooked__sunflower_seed,cooked__sunflower_seed.n.01,1,,0.200,,0.001,,,0.101,,
1571,cooked__water,cooked__water,cooked__water.n.01,1,,0.200,,0.250,,,0.225,,
1572,cooked__white_rice,cooked__white_rice,cooked__white_rice.n.01,1,,0.200,,0.007,,,0.104,,
1573,cooked__white_wine,cooked__white_wine,cooked__white_wine.n.01,1,,0.200,,0.200,,,0.200,,
